"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"2174845";"80";"CRS3035RES200mN3001400E3771000";"CRS3035RES1000mN3001000E3771000";"CRS3035RES1000mN3001000E3771000";0;0;"80021";178,5;82;5;26;5;56;9;4361273,1;7072;31;51;10;14;46;12;0;11;9;8;14;9,5;10;40;30;16;33;9
"2174846";"80";"CRS3035RES200mN3001400E3771200";"CRS3035RES1000mN3001000E3771000";"CRS3035RES1000mN3001000E3771000";0;0;"80021";48;17;3;4;3;16;3;980461,8;1295;0;17;0;17;0;0;0;0;2;1;4,5;7,5;3;3;15;3;3;5
"2175103";"80";"CRS3035RES200mN3001600E3767200";"CRS3035RES1000mN3001000E3767000";"CRS3035RES2000mN3000000E3766000";1;0;"8002180261";14;4,1;0,2;0;0,7;3,2;0,2;488889,2;630;0;4,1;0;0,2;0;3,9;0;0;0,2;0,2;0,5;1;3,3;1,1;3,2;3,4;1,1;0
"2175104";"80";"CRS3035RES200mN3001600E3767400";"CRS3035RES1000mN3001000E3767000";"CRS3035RES2000mN3000000E3766000";1;0;"8002180261";39;11,3;0,6;0;1,9;8,8;0,6;1361905,5;1755;0;11,3;0;0,6;0;10,7;0;0;0,6;0,6;1,3;2,8;9,1;3,2;8,8;9,4;3,2;0
"2175106";"80";"CRS3035RES200mN3001600E3768800";"CRS3035RES1000mN3001000E3768000";"CRS3035RES2000mN3000000E3768000";0;1;"8002180261";99;72;19;52;0;7;5;2269087,4;4153;67;5;0;2;0;69;1;0;1;2;1;7;26;36;12;7;5;2
"2175107";"80";"CRS3035RES200mN3001600E3769000";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"8002180702";151;86;6;44;2;23;11;3764033,6;6067;67;19;0;9;3;74;0;0;4;2;12,5;7,5;19;44;26;13;19;4
"2175108";"80";"CRS3035RES200mN3001600E3769200";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";1;0;"80021";13;5,2;0;1,6;0,8;4,9;0,3;389539,9;529,4;0;5,2;0;0,8;3,9;0,2;0,3;0;0,5;1;1,3;0,8;0,5;2,3;1,6;1,6;2,6;0,8
"2175109";"80";"CRS3035RES200mN3001600E3769400";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";1;0;"80021";8;3,2;0;1;0,5;3;0,2;239716,9;325,8;0;3,2;0;0,5;2,4;0,1;0,2;0;0,3;0,6;0,8;0,5;0,3;1,4;1;1;1,6;0,5
"2175110";"80";"CRS3035RES200mN3001600E3769600";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";1;0;"80021";27;10,8;0;3,2;1,6;10,3;0,5;809044,5;1099,4;0;10,8;0;1,6;8,1;0,5;0,6;0;1,1;2,2;2,7;1,6;1,1;4,9;3,2;3,2;5,4;1,6
"2175111";"80";"CRS3035RES200mN3001600E3769800";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"80021";74;35;0;15;3;33;1;1942244,6;3005;0;35;0;0;34;1;0;0;2;1;4;3;5;8;18;5;17;11
"2175112";"80";"CRS3035RES200mN3001600E3770000";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";0;0;"80021";715,5;321;9;94;19;298;27;18846031,5;30700;0;321;0;0;321;0;0;0;13,5;9,5;30,5;54,5;53,5;50;136;100;197;71
"2175113";"80";"CRS3035RES200mN3001600E3770200";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";1;0;"80021";11;4,4;0,2;1,2;0,7;3,5;0,5;292787,1;427,1;0,9;3,5;0,9;0,7;2,6;0,2;0;0,2;0,9;0,2;0,9;1;0,2;2,4;2,6;0,7;2,1;0
"2175114";"80";"CRS3035RES200mN3001600E3770400";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";0;0;"80021";110;72;12;46;1;36;8;2534361;4661;72;0;0;0;72;0;0;0;3;0;2,5;5,5;13;22;30;10;18;6
"2175115";"80";"CRS3035RES200mN3001600E3770800";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";0;0;"80021";25;13;1;3;0;13;1;887242,4;1363;0;13;1;8;3;1;0;0;0;0;0;0;2;1;5;4;5;8
"2175116";"80";"CRS3035RES200mN3001600E3771000";"CRS3035RES1000mN3001000E3771000";"CRS3035RES1000mN3001000E3771000";0;0;"80021";148;48;15;7;5;18;11;2523252,8;4164;0;48;5;4;12;27;0;28;2;3;12;24;15;21;37;18;9;6
"2175117";"80";"CRS3035RES200mN3001600E3771200";"CRS3035RES1000mN3001000E3771000";"CRS3035RES1000mN3001000E3771000";1;0;"80021";15;6,2;1,1;2,3;0,6;5,1;0,3;334669,9;529,2;0,8;5,4;1,4;2,2;0,3;2,3;0;0,3;0;0,4;0,4;1,4;1,4;2,3;4,5;3,1;0,9;0,6
"2175367";"80";"CRS3035RES200mN3001800E3767200";"CRS3035RES1000mN3001000E3767000";"CRS3035RES2000mN3000000E3766000";0;0;"80021";51;17;1;2;1;12;2;1642832,8;2065;0;17;0;0;0;17;0;0;2;1;1;6;8;5;16;7;4;1
"2175368";"80";"CRS3035RES200mN3001800E3767400";"CRS3035RES1000mN3001000E3767000";"CRS3035RES2000mN3000000E3766000";0;0;"80021";140,5;81;3;43;3;38;4;4240805,7;6537;59;22;0;0;0;81;0;0;3;3;3;7,5;14;32;28;19;26;5
"2175369";"80";"CRS3035RES200mN3001800E3767600";"CRS3035RES1000mN3001000E3767000";"CRS3035RES2000mN3000000E3766000";1;0;"80021";7;2;0,1;0;0,3;1,6;0,1;244444,6;315;0;2;0;0,1;0;1,9;0;0;0,1;0,1;0,2;0,5;1,6;0,6;1,6;1,7;0,6;0
"2175370";"80";"CRS3035RES200mN3001800E3767800";"CRS3035RES1000mN3001000E3767000";"CRS3035RES2000mN3000000E3766000";0;0;"80021";30,5;13;1;4;0;11;1;1075317,7;1641;0;13;0;0;0;13;0;0;2;1;3;3,5;0;3;6;1;9;2
"2175371";"80";"CRS3035RES200mN3001800E3768800";"CRS3035RES1000mN3001000E3768000";"CRS3035RES2000mN3000000E3768000";0;1;"8002180261";31;26;2;22;0;1;1;766496,3;1470;26;0;0;0;0;26;0;0;0;0;0;0;10;11;4;3;2;1
"2175372";"80";"CRS3035RES200mN3001800E3769000";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"80021";41;15;0;3;2;14;0;1474107,9;2687;0;15;3;1;9;2;0;0;1;2;2;6;3;2;10;4;7;4
"2175373";"80";"CRS3035RES200mN3001800E3769200";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"80021";309;112;29;27;16;15;27;5185572,7;9719;19;93;0;0;112;0;0;96;16;7;28;37;27;47;61;33;45;8
"2175374";"80";"CRS3035RES200mN3001800E3769400";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"80021";183,5;79;16;24;6;21;20;3680852,1;6654;23;56;0;0;78;1;0;48;5;2;5;16;13,5;37;35;21;30;12
"2175375";"80";"CRS3035RES200mN3001800E3769600";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"80021";42;23;4;11;1;22;2;1105115,8;2250;0;23;0;0;23;0;0;0;0;0;1;4;4;1;5;4;16;7
"2175376";"80";"CRS3035RES200mN3001800E3769800";"CRS3035RES1000mN3001000E3769000";"CRS3035RES2000mN3000000E3768000";0;0;"80021";83;35;1;6;1;33;2;2593566,4;4026;0;35;0;14;21;0;0;0;3;2;3;4;7;4;9;14;25;12
"2175377";"80";"CRS3035RES200mN3001800E3770000";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";0;0;"80021";354,5;213;13;124;5;141;22;8431002,9;15998;148;65;0;1;212;0;0;0;15;5;12;13,5;25;53;42;38;93;58
"2175378";"80";"CRS3035RES200mN3001800E3770200";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";1;0;"80021";12;4,9;0,3;1,3;0,8;3,8;0,5;319404,1;466;1;3,9;1;0,8;2,8;0,3;0;0,3;1;0,3;1;1;0,3;2,5;2,8;0,8;2,3;0
"2175379";"80";"CRS3035RES200mN3001800E3770400";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";0;0;"80021";320,5;118;11;30;15;79;17;7207362,8;11068;3;115;0;42;76;0;0;26;11;8;25;44;31,5;37;74;33;35;22
"2175380";"80";"CRS3035RES200mN3001800E3770800";"CRS3035RES1000mN3001000E3770000";"CRS3035RES1000mN3001000E3770000";0;0;"80021";103,5;63;9;41;2;19;3;2176623,1;3925;44;19;12;3;3;45;0;0;2;1;3;3;14,5;40;14;15;8;3
"2175381";"80";"CRS3035RES200mN3001800E3771000";"CRS3035RES1000mN3001000E3771000";"CRS3035RES1000mN3001000E3771000";0;0;"80021";392,5;125;47;30;32;14;23;6382185,1;10912;85;40;1;1;106;17;0;95;31;11;45,5;52;24;99;60;36;32;2
"2175382";"80";"CRS3035RES200mN3001800E3771200";"CRS3035RES1000mN3001000E3771000";"CRS3035RES1000mN3001000E3771000";0;0;"80021";40,5;15;0;2;2;11;1;1030312,5;1416;0;15;0;1;11;3;0;0;4;1;2,5;2;0;8;4;5;13;1
"2175656";"80";"CRS3035RES200mN3002000E3767400";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";1;0;"80021";17;7;0,2;1,6;0,6;5,1;0,8;557836,3;923,9;1,2;5,8;0,6;2,7;2,3;1,4;0;0;0;0,4;0,6;1,6;2,3;1;3,1;3,3;3,3;1,4
"2175657";"80";"CRS3035RES200mN3002000E3767600";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";0;0;"80021";84;32;2;6;4;28;2;2954294,9;4571;0;32;0;0;0;32;0;0;0;0;4;14;7;2;24;18;12;1
"2175658";"80";"CRS3035RES200mN3002000E3767800";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";0;0;"80021";138,5;67;3;26;3;41;6;4681152,4;6832;25;42;0;0;0;67;0;0;4;1;4;16,5;11;13;34;22;24;9
"2175659";"80";"CRS3035RES200mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";0;0;"80021";44,5;16;0;1;0;14;1;1756061,6;2529;0;16;0;0;0;16;0;0;4;0;3,5;0;3;7;7;12;8;0
"2175660";"80";"CRS3035RES200mN3002000E3768600";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";1;0;"8002180261";5;2,3;0,2;1;0,1;1,7;0,2;151737,5;292,2;0,2;2,1;0,3;1,1;0,7;0,2;0;0;0;0;0,3;0,5;0,7;0,2;1,1;0,5;1;0,7
"2175661";"80";"CRS3035RES200mN3002000E3768800";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";1;0;"80021";5;2,3;0,2;1;0,1;1,7;0,2;151737,5;292,2;0,2;2,1;0,3;1,1;0,7;0,2;0;0;0;0;0,3;0,5;0,7;0,2;1,1;0,5;1;0,7
"2175662";"80";"CRS3035RES200mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";121,5;56;7;20;2;33;7;3020105,3;4801;14;42;17;4;6;29;0;6;2;3;5;9,5;12;18;23;28;13;8
"2175663";"80";"CRS3035RES200mN3002000E3769200";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";187;103;25;54;3;10;18;3455438,8;6593;79;24;1;2;92;8;0;92;10;2;8,5;11,5;8;37;50;28;25;7
"2175664";"80";"CRS3035RES200mN3002000E3769400";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";60;29;0;9;1;29;1;1741639,3;2978;0;29;0;0;29;0;0;0;0;0,5;1,5;3;7;3;10;7;22;6
"2175665";"80";"CRS3035RES200mN3002000E3769600";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";331,5;147;8;44;8;122;16;8804900,9;13670;0;147;0;61;86;0;0;5;15;6;12,5;25,5;22,5;41;55;41;75;38
"2175666";"80";"CRS3035RES200mN3002000E3769800";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";110;38;3;6;5;9;5;2540904,3;3783;0;38;0;37;1;0;0;28;0;0;7;20;15;6;25;19;16;2
"2175667";"80";"CRS3035RES200mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";83;43;2;18;0;36;2;2163560,4;4171;1;42;4;36;1;2;0;0;3;1;3;6;3;10;7;19;18;13
"2175668";"80";"CRS3035RES200mN3002000E3770200";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";110;56;0;23;2;52;3;2873037,4;4565;0;56;1;53;0;2;0;0;3;3;3;1;6;17;13;15;31;18
"2175669";"80";"CRS3035RES200mN3002000E3770400";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";74;32;1;10;0;31;2;1784273,4;2698;0;32;0;31;1;0;0;0;5;5;4;5;3;18;9;13;5;7
"2175670";"80";"CRS3035RES200mN3002000E3770600";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";1;0;"80021";23,5;9,4;0,6;3,3;1,7;8,8;0,6;566898,6;914,6;0;9,4;0;5,5;2,8;1,1;0;0;1,6;0;1,7;1,1;1,7;1,9;2,8;2,8;5,5;4,4
"2175671";"80";"CRS3035RES200mN3002000E3770800";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";163,5;71;9;20;5;25;19;3325962,7;5703;43;28;14;9;2;46;0;43;12;7;19,5;5,5;12,5;43;26;18;18;2
"2175672";"80";"CRS3035RES200mN3002000E3771000";"CRS3035RES1000mN3002000E3771000";"CRS3035RES1000mN3002000E3771000";0;0;"80021";273,5;91;36;24;18;21;21;4069404,4;7387;61;30;11;5;62;12;1;67;27;11,5;34;35;17;51;54;15;22;7
"2175964";"80";"CRS3035RES200mN3002200E3765000";"CRS3035RES1000mN3002000E3765000";"CRS3035RES1000mN3002000E3765000";0;0;"8002180725";34;13;0;1;1;10;2;1144068,5;1808;0;13;0;0;7;6;0;0;4;1;0;1;4;5;6;3;8;2
"2175969";"80";"CRS3035RES200mN3002200E3767600";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";0;0;"80021";115;38;1;4;3;26;8;3829442,1;4659;0;38;0;0;0;38;0;0;4;3;15;12;12;19;18;15;15;2
"2175970";"80";"CRS3035RES200mN3002200E3767800";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";0;0;"80021";174;88;4;41;1;52;7;5220438,5;7671;45;43;0;0;0;88;0;4;7;4;6;10;16;36;37;26;24;8
"2175971";"80";"CRS3035RES200mN3002200E3768000";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";0;0;"80021";42;16;0;1;0;14;0;1609602,4;2567;0;16;0;0;1;15;0;0;0;2;2;3;2;5;6;8;11;3
"2175972";"80";"CRS3035RES200mN3002200E3768600";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";1;0;"80021";4;1,8;0,2;0,8;0,1;1,4;0,2;121390;233,8;0,1;1,7;0,2;0,9;0,5;0,2;0;0;0;0;0,2;0,4;0,5;0,2;0,9;0,4;0,9;0,5
"2175973";"80";"CRS3035RES200mN3002200E3768800";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";1;0;"80021";11;5,1;0,4;2,1;0,2;3,8;0,4;333822,5;642,9;0,4;4,7;0,6;2,6;1,5;0,4;0;0;0;0;0,6;1,1;1,5;0,4;2,5;1,1;2,3;1,5
"2175974";"80";"CRS3035RES200mN3002200E3769000";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";429,5;251;32;133;7;110;31;10418278,1;18486;224;27;10;63;4;174;0;0;20;8;14,5;19,5;55,5;115;75;50;58;14
"2175975";"80";"CRS3035RES200mN3002200E3769200";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";1;0;"80021";14;6,1;0,5;1,8;1;4,8;1;356607,2;535,3;0;6,1;3,3;0,5;2,3;0;0;0;0;0;1,2;1,3;1,4;1,3;3;2;2,8;1
"2175976";"80";"CRS3035RES200mN3002200E3769400";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";200,5;122;6;65;1;89;11;5045018,8;10340;75;47;0;0;58;64;0;0;5;0,5;9,5;6,5;9;33;29;31;55;22
"2175977";"80";"CRS3035RES200mN3002200E3769600";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";639,5;241;87;79;33;1;78;9640680,3;18523;236;5;0;45;195;1;0;240;42;24;72;95,5;53;112;120;64;44;13
"2175978";"80";"CRS3035RES200mN3002200E3769800";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";203;67;12;7;8;14;20;3887495,5;6212;38;29;0;53;11;3;0;53;5;8;18;40;21;17;44;24;18;8
"2175979";"80";"CRS3035RES200mN3002200E3770000";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";81;42;1;16;2;40;2;2473947,7;4121;0;42;0;9;33;0;0;0;2;1;3;2;6;3;16;4;28;16
"2175980";"80";"CRS3035RES200mN3002200E3770200";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";349;125;61;33;18;28;32;5172793;8875;97;28;0;108;17;0;0;91;31;9;38,5;38,5;35;68;53;30;29;16
"2175981";"80";"CRS3035RES200mN3002200E3770400";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";451;145;63;19;23;34;54;6723836;10759;74;71;11;103;0;31;0;105;30;24;54,5;68,5;31;84;82;39;20;10
"2175982";"80";"CRS3035RES200mN3002200E3770600";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";93,5;38;1;10;4;33;4;2386092,3;3446;2;36;28;8;2;0;0;0;5;5;3;12,5;4;18;14;14;16;2
"2175983";"80";"CRS3035RES200mN3002200E3770800";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";185;81;9;28;6;41;9;4246576,7;6580;0;81;36;43;0;2;0;34;3;6;8,5;24,5;10;26;42;20;31;14
"2175984";"80";"CRS3035RES200mN3002200E3771000";"CRS3035RES1000mN3002000E3771000";"CRS3035RES1000mN3002000E3771000";0;0;"80021";41;12;5;1;5;1;3;640692,4;1048;0;12;1;1;0;10;0;11;1;0;2;0;3;11;5;7;11;1
"2176327";"80";"CRS3035RES200mN3002400E3764800";"CRS3035RES1000mN3002000E3764000";"CRS3035RES1000mN3002000E3764000";1;0;"8002180725";3;1,4;0;0,5;0,2;1;0;88327,2;188,4;0;1,4;0,5;0;0,6;0,3;0;0;0,1;0;0,1;0;0,3;0,2;0,4;0,6;0,9;0,2
"2176328";"80";"CRS3035RES200mN3002400E3765200";"CRS3035RES1000mN3002000E3765000";"CRS3035RES1000mN3002000E3765000";1;0;"8002180725";6;3,2;0,6;1,3;0,1;1,7;0,4;164355;289,9;1,1;2,1;0,1;0;1,4;1,7;0;0;0,1;0,1;0,1;0,2;0,7;1,3;0,5;1,2;1,6;0,2
"2176331";"80";"CRS3035RES200mN3002400E3767200";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";1;0;"8002180261";8;3,3;0,1;0,8;0,3;2,4;0,4;262511,2;434,8;0,6;2,7;0,3;1,2;1,1;0,7;0;0;0;0,2;0,3;0,8;1,1;0,5;1,4;1,5;1,5;0,7
"2176332";"80";"CRS3035RES200mN3002400E3767600";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";0;0;"80021";86;33;1;4;3;31;5;2850365,9;4212;0;33;0;0;0;33;0;0;2,5;1,5;6;5;9;7;16;15;20;4
"2176333";"80";"CRS3035RES200mN3002400E3767800";"CRS3035RES1000mN3002000E3767000";"CRS3035RES1000mN3002000E3767000";0;0;"80021";90;42;2;20;4;31;2;2998608;4580;11;31;0;9;13;20;0;0;0;1;3;9;14;5;17;20;16;5
"2176334";"80";"CRS3035RES200mN3002400E3768000";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";1;0;"80021";9;4,2;0,3;1,7;0,2;3,1;0,3;273127,5;526;0,4;3,8;0,5;2,1;1,2;0,4;0;0;0;0;0,5;0,9;1,2;0,3;2,1;0,9;1,9;1,2
"2176335";"80";"CRS3035RES200mN3002400E3768800";"CRS3035RES1000mN3002000E3768000";"CRS3035RES1000mN3002000E3768000";0;0;"80021";78,5;46;11;25;2;13;2;2044836,6;3471;37;9;1;14;8;23;0;0;3;1;2;3,5;13;37;7;0;8;4
"2176336";"80";"CRS3035RES200mN3002400E3769000";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";112;61;5;30;0;45;3;3221451;5692;43;18;7;5;43;6;0;0;6;1;1,5;5,5;8;19;12;18;26;15
"2176337";"80";"CRS3035RES200mN3002400E3769200";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";201;93;14;46;6;13;13;3701903,5;7321;76;17;0;0;70;23;0;76;12;4;17,5;21,5;12;42;35;20;28;9
"2176338";"80";"CRS3035RES200mN3002400E3769400";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";310;137;42;52;8;22;36;5127751,2;10620;127;10;0;0;137;0;0;114;20,5;10;30;33,5;22;63;63;26;37;5
"2176339";"80";"CRS3035RES200mN3002400E3769600";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";489;217;65;86;16;34;44;7925913;15539;217;0;0;0;217;0;0;165;42;11;42;35;48;89;106;52;50;14
"2176340";"80";"CRS3035RES200mN3002400E3769800";"CRS3035RES1000mN3002000E3769000";"CRS3035RES1000mN3002000E3769000";0;0;"80021";75;28;2;7;2;25;2;2021606,9;2806;1;27;14;5;4;4;1;1;3;2;5;8;6;11;12;8;13;7
"2176341";"80";"CRS3035RES200mN3002400E3770000";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";242;129;25;62;1;12;28;4420644,3;9243;118;11;0;0;129;0;0;117;6;4;16;17;23;40;42;37;40;17
"2176342";"80";"CRS3035RES200mN3002400E3770200";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";1;0;"80021";19;7,6;0,4;2,7;1,3;7,2;0,4;458343,6;739,4;0;7,6;0;4,5;2,2;0,9;0;0;1,3;0;1,3;0,9;1,4;1,6;2,2;2,2;4,5;3,6
"2176343";"80";"CRS3035RES200mN3002400E3770400";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";673,5;303;124;101;20;10;92;10130682,9;20947;295;8;1;105;196;1;0;292;45,5;13;50;67;51;132;127;87;81;20
"2176344";"80";"CRS3035RES200mN3002400E3770600";"CRS3035RES1000mN3002000E3770000";"CRS3035RES1000mN3002000E3770000";0;0;"80021";198;121;34;68;0;45;23;3990093,6;7575;72;49;48;42;0;31;0;34;10;2;8,5;8,5;14;53;39;27;22;14
